Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
4,2019,SP,Kenta Maeda,31,10,8,0.556,4.04,37,26,3,0,0,3,153.2,114,70,69,22,51,1,169,4,0,3,624,102,3.95,1.074,6.7,1.3,3.0,9.9,3.31,Right,No
5,2019,SP,Rich Hill,39,4,1,0.8,2.45,13,13,0,0,0,0,58.2,48,20,16,10,18,2,72,4,0,0,242,169,4.1,1.125,7.4,1.5,2.8,11.0,4.0,Left,No
6,2019,CL,Kenley Jansen,31,5,3,0.625,3.71,62,0,51,0,0,33,63.0,51,28,26,9,16,0,80,4,3,2,263,112,3.48,1.063,7.3,1.3,2.3,11.4,5.0,Right,No
7,2019,RP,Pedro Báez,31,7,2,0.778,3.1,71,0,9,0,0,1,69.2,43,30,24,6,23,1,69,4,0,0,276,134,3.52,0.947,5.6,0.8,3.0,8.9,3.0,Right,No
8,2019,RP,Yimi García,28,1,4,0.2,3.61,64,0,22,0,0,0,62.1,40,28,25,15,14,2,66,6,1,1,247,115,5.19,0.866,5.8,2.2,2.0,9.5,4.71,Right,No
9,2019,RP,Joe Kelly,31,5,4,0.556,4.56,55,0,13,0,0,1,51.1,49,31,26,6,22,2,62,3,0,10,226,91,3.78,1.383,8.6,1.1,3.9,10.9,2.82,Right,No
10,2019,RP,Dylan Floro,28,5,3,0.625,4.24,50,0,4,0,0,0,46.2,46,25,22,4,14,5,42,2,0,1,201,98,3.56,1.286,8.9,0.8,2.7,8.1,3.0,Right,No
11,2019,,Ross Stripling,29,4,4,0.5,3.47,32,15,4,0,0,0,90.2,84,40,35,11,20,0,93,2,0,4,370,119,3.47,1.147,8.3,1.1,2.0,9.2,4.65,Right,No
12,2019,,Julio Urías,22,4,3,0.571,2.49,37,8,7,0,0,4,79.2,59,28,22,7,27,1,85,5,1,2,326,167,3.43,1.079,6.7,0.8,3.1,9.6,3.15,Left,No
13,2019,,Caleb Ferguson,22,1,2,0.333,4.84,46,2,5,0,0,0,44.2,39,26,24,7,27,2,54,6,1,1,204,86,5.05,1.478,7.9,1.4,5.4,10.9,2.0,Left,No
14,2019,,Tony Gonsolin,25,4,2,0.667,2.93,11,6,1,0,0,1,40.0,26,15,13,4,15,0,37,1,0,2,163,143,3.86,1.025,5.9,0.9,3.4,8.3,2.47,Right,No
15,2019,,Dustin May,21,2,3,0.4,3.63,14,4,0,0,0,0,34.2,33,17,14,2,5,0,32,4,0,0,141,115,2.9,1.096,8.6,0.5,1.3,8.3,6.4,Right,No
16,2019,,Casey Sadler,28,4,0,1.0,2.33,24,1,8,0,0,1,27.0,25,9,7,3,8,2,20,3,0,0,115,179,4.4,1.222,8.3,1.0,2.7,6.7,2.5,Right,No
17,2019,,JT Chargois,28,1,0,1.0,6.33,21,0,9,0,0,0,21.1,21,16,15,4,5,2,28,2,0,0,88,66,4.01,1.219,8.9,1.7,2.1,11.8,5.6,Right,No
18,2019,,Scott Alexander,29,3,2,0.6,3.63,28,0,4,0,0,0,17.1,17,7,7,2,7,2,9,1,0,0,76,116,5.06,1.385,8.8,1.0,3.6,4.7,1.29,Left,No
19,2019,,Adam Kolarek,30,2,0,1.0,0.77,26,0,3,0,0,0,11.2,9,3,1,1,2,0,9,0,0,0,45,552,3.3,0.943,6.9,0.8,1.5,6.9,4.5,Left,No
20,2019,,Josh Sborz,25,0,1,0.0,8.0,7,0,6,0,0,0,9.0,10,8,8,2,4,0,7,0,0,0,40,54,5.88,1.556,10.0,2.0,4.0,7.0,1.75,Right,No
21,2019,,Dennis Santana,23,0,0,0.0,7.2,3,0,1,0,0,0,5.0,6,4,4,1,4,0,6,2,0,1,27,62,7.01,2.0,10.8,1.8,7.2,10.8,1.5,Right,No
22,2019,,Jaime Schultz,28,0,0,0.0,7.2,4,0,3,0,0,0,5.0,6,4,4,1,3,0,3,0,0,0,22,62,6.41,1.8,10.8,1.8,5.4,5.4,1.0,Right,No
23,2019,,Russell Martin,36,0,0,0.0,0.0,4,0,4,0,0,0,4.0,2,0,0,0,0,0,2,0,0,0,13,0,2.21,0.5,4.5,0.0,0.0,4.5,0.0,Right,No
24,2019,,Brock Stewart,27,0,0,0.0,18.0,3,0,1,0,0,0,4.0,9,8,8,2,2,0,3,0,0,1,21,25,9.71,2.75,20.3,4.5,4.5,6.8,1.5,Right,No
25,2019,,Zac Rosscup,31,0,0,0.0,6.0,7,0,1,0,0,0,3.0,6,3,2,1,3,0,4,0,0,1,17,77,7.88,3.0,18.0,3.0,9.0,12.0,1.33,Left,No
26,2019,,Jedd Gyorko,30,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2018,SP,Clayton Kershaw,30,9,5,0.643,2.73,26,26,0,0,0,0,161.1,139,55,49,17,29,0,155,2,0,10,650,142,3.18,1.041,7.8,0.9,1.6,8.6,5.34,Left,No
2,2018,SP,Alex Wood,27,9,7,0.563,3.68,33,27,0,0,0,0,151.2,143,70,62,14,40,5,135,8,1,2,637,105,3.53,1.207,8.5,0.8,2.4,8.0,3.38,Left,No
3,2018,SP,Walker Buehler,23,8,5,0.615,2.62,24,23,0,0,0,0,137.1,95,43,40,12,37,1,151,6,0,4,541,148,3.04,0.961,6.2,0.8,2.4,9.9,4.08,Right,No
4,2018,SP,Rich Hill,38,11,5,0.688,3.66,25,24,0,0,0,0,132.2,108,57,54,20,41,3,150,8,1,2,547,106,3.97,1.123,7.3,1.4,2.8,10.2,3.66,Left,No
5,2018,SP,Kenta Maeda,30,8,10,0.444,3.81,39,20,4,0,0,2,125.1,115,58,53,13,43,4,153,5,2,2,532,102,3.22,1.261,8.3,0.9,3.1,11.0,3.56,Right,No
6,2018,SP,Ross Stripling,28,8,6,0.571,3.02,33,21,2,0,0,0,122.0,123,42,41,18,22,2,136,1,0,3,503,128,3.41,1.189,9.1,1.3,1.6,10.0,6.18,Right,No
7,2018,CL,Kenley Jansen,30,1,5,0.167,3.01,69,0,59,0,0,38,71.2,54,28,24,13,17,1,82,2,2,0,289,129,4.03,0.991,6.8,1.6,2.1,10.3,4.82,Right,No
8,2018,RP,Scott Alexander,28,2,1,0.667,3.68,73,1,8,0,0,3,66.0,57,28,27,4,27,2,56,2,0,2,268,106,3.57,1.273,7.8,0.5,3.7,7.6,2.07,Left,No
9,2018,RP,Pedro Báez,30,4,3,0.571,2.88,55,0,8,0,0,0,56.1,46,19,18,4,23,2,62,1,1,0,237,135,3.16,1.225,7.3,0.6,3.7,9.9,2.7,Right,No
10,2018,RP,Daniel Hudson,31,3,2,0.6,4.11,40,1,11,0,0,0,46.0,38,25,21,6,18,1,44,4,0,3,197,95,4.38,1.217,7.4,1.2,3.5,8.6,2.44,Right,No
11,2018,RP,Josh Fields,32,2,2,0.5,2.2,45,0,10,0,0,2,41.0,28,10,10,4,11,1,33,0,0,0,154,178,3.62,0.951,6.1,0.9,2.4,7.2,3.0,Right,No
12,2018,,Hyun Jin Ryu,31,7,3,0.7,1.97,15,15,0,0,0,0,82.1,68,23,18,9,15,1,89,1,0,0,324,198,3.0,1.008,7.4,1.0,1.6,9.7,5.93,Left,No
13,2018,,Caleb Ferguson,21,7,2,0.778,3.49,29,3,7,0,0,2,49.0,43,21,19,8,12,1,59,3,0,1,202,112,3.79,1.122,7.9,1.5,2.2,10.8,4.92,Left,No
14,2018,,JT Chargois,27,2,4,0.333,3.34,39,0,4,0,0,0,32.1,26,13,12,4,15,3,40,2,0,3,135,117,3.87,1.268,7.2,1.1,4.2,11.1,2.67,Right,No
15,2018,,Erik Goeddel,29,1,0,1.0,3.38,26,0,4,0,0,0,29.1,22,11,11,4,15,2,35,1,0,1,126,116,4.18,1.261,6.8,1.2,4.6,10.7,2.33,Right,No
16,2018,,Dylan Floro,27,3,1,0.75,1.63,29,0,7,0,0,0,27.2,18,5,5,1,11,3,31,1,1,1,112,241,2.69,1.048,5.9,0.3,3.6,10.1,2.82,Right,No
17,2018,,Tony Cingrani,28,1,2,0.333,4.76,30,0,2,0,0,0,22.2,19,12,12,2,6,1,36,3,2,1,95,83,2.32,1.103,7.5,0.8,2.4,14.3,6.0,Left,No
18,2018,,Yimi García,27,1,2,0.333,5.64,25,0,3,0,0,0,22.1,29,18,14,7,4,1,19,2,0,0,101,70,6.34,1.478,11.7,2.8,1.6,7.7,4.75,Right,No
19,2018,,Brock Stewart,26,0,1,0.0,6.11,9,2,3,0,0,0,17.2,23,15,12,4,9,3,14,2,0,1,90,65,6.39,1.811,11.7,2.0,4.6,7.1,1.56,Right,No
20,2018,,Pat Venditte,33,0,0,0.0,2.57,15,0,6,0,0,0,14.0,11,4,4,1,3,1,9,2,0,0,57,155,3.87,1.0,7.1,0.6,1.9,5.8,3.0,Right,Yes
21,2018,,Adam Liberatore,31,2,1,0.667,2.77,17,0,4,0,0,0,13.0,10,4,4,1,8,0,12,1,0,0,54,144,4.39,1.385,6.9,0.7,5.5,8.3,1.5,Left,No
22,2018,,Zac Rosscup,30,0,1,0.0,4.76,17,0,5,0,0,0,11.1,9,6,6,3,4,0,20,0,0,0,47,84,4.13,1.147,7.1,2.4,3.2,15.9,5.0,Left,No
23,2018,,Wilmer Font,28,0,2,0.0,11.32,6,0,6,0,0,0,10.1,18,13,13,5,1,1,7,0,0,0,48,35,8.39,1.839,15.7,4.4,0.9,6.1,7.0,Right,No
24,2018,,Ryan Madson,37,0,0,0.0,6.48,9,0,1,0,0,0,8.1,10,6,6,1,1,0,13,0,0,1,36,63,1.96,1.32,10.8,1.1,1.1,14.0,13.0,Right,No
25,2018,,Edward Paredes,31,2,0,1.0,5.87,15,0,1,0,0,0,7.2,7,5,5,2,2,0,8,1,0,0,33,69,5.64,1.174,8.2,2.3,2.3,9.4,4.0,Left,No
26,2018,,Julio Urías,21,0,0,0.0,0.0,3,0,3,0,0,0,4.0,1,0,0,0,0,0,7,0,0,0,13,0,-0.34,0.25,2.3,0.0,0.0,15.8,0.0,Left,No
27,2018,,Daniel Corcino,27,0,0,0.0,2.25,2,0,2,0,0,1,4.0,2,2,1,0,3,0,1,1,0,1,18,189,5.66,1.25,4.5,0.0,6.8,2.3,0.33,Right,No
28,2018,,John Axford,35,0,0,0.0,17.18,5,0,1,0,0,0,3.2,8,8,7,0,2,0,4,1,0,0,22,25,3.43,2.727,19.6,0.0,4.9,9.8,2.0,Right,No
29,2018,,Dennis Santana,22,1,0,1.0,12.27,1,0,0,0,0,0,3.2,6,5,5,0,1,0,4,1,0,1,19,35,2.61,1.909,14.7,0.0,2.5,9.8,4.0,Right,No
30,2018,,Zach Neal,29,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,1,0,0,0,0,0,0,5,60,16.16,2.0,18.0,9.0,0.0,0.0,0.0,Right,No
31,2018,,Enrique Hernández,26,0,1,0.0,81.0,1,0,1,0,0,0,0.1,1,3,3,1,2,0,0,0,0,0,4,10,60.16,9.0,27.0,27.0,54.0,0.0,0.0,Right,No
1,2017,SP,Clayton Kershaw,29,18,4,0.818,2.31,27,27,0,1,0,0,175.0,136,49,45,23,30,0,202,0,2,4,679,179,3.07,0.949,7.0,1.2,1.5,10.4,6.73,Left,No
2,2017,SP,Alex Wood,26,16,3,0.842,2.72,27,25,0,0,0,0,152.1,123,50,46,15,38,6,151,6,0,2,614,152,3.32,1.057,7.3,0.9,2.2,8.9,3.97,Left,No
3,2017,SP,Rich Hill,37,12,8,0.6,3.32,25,25,0,1,0,0,135.2,99,51,50,18,49,1,166,9,1,2,552,125,3.72,1.091,6.6,1.2,3.3,11.0,3.39,Left,No
4,2017,SP,Kenta Maeda,29,13,6,0.684,4.22,29,25,1,0,0,1,134.1,121,68,63,22,34,1,140,5,0,4,557,98,4.07,1.154,8.1,1.5,2.3,9.4,4.12,Right,No
5,2017,SP,Hyun Jin Ryu,30,5,9,0.357,3.77,25,24,1,0,0,1,126.2,128,58,53,22,45,3,116,4,1,4,541,110,4.74,1.366,9.1,1.6,3.2,8.2,2.58,Left,No
6,2017,SP,Brandon McCarthy,33,6,4,0.6,3.98,19,16,0,0,0,0,92.2,89,43,41,5,27,0,72,3,0,4,384,104,3.28,1.252,8.6,0.5,2.6,7.0,2.67,Right,No
7,2017,CL,Kenley Jansen,29,5,0,1.0,1.32,65,0,57,0,0,41,68.1,44,11,10,5,7,0,109,2,1,2,258,315,1.31,0.746,5.8,0.7,0.9,14.4,15.57,Right,No
8,2017,RP,Ross Stripling,27,3,5,0.375,3.75,49,2,12,0,0,2,74.1,69,31,31,10,19,4,74,0,0,2,304,110,3.68,1.184,8.4,1.2,2.3,9.0,3.89,Right,No
9,2017,RP,Pedro Báez,29,3,6,0.333,2.95,66,0,6,0,0,0,64.0,56,24,21,9,29,2,64,2,1,1,280,140,4.44,1.328,7.9,1.3,4.1,9.0,2.21,Right,No
10,2017,RP,Josh Fields,31,5,0,1.0,2.84,57,0,13,0,0,2,57.0,40,19,18,10,15,1,60,1,1,1,223,146,4.18,0.965,6.3,1.6,2.4,9.5,4.0,Right,No
11,2017,RP,Luis Avilán,27,2,3,0.4,2.93,61,0,5,0,0,0,46.0,42,16,15,2,22,3,52,1,0,1,194,142,2.96,1.391,8.2,0.4,4.3,10.2,2.36,Left,No
12,2017,,Yu Darvish,30,4,3,0.571,3.44,9,9,0,0,0,0,49.2,44,20,19,7,13,1,61,1,0,3,202,121,3.38,1.148,8.0,1.3,2.4,11.1,4.69,Right,No
13,2017,,Brandon Morrow,32,6,0,1.0,2.06,45,0,10,0,0,2,43.2,31,10,10,0,9,1,50,1,0,2,170,202,1.55,0.916,6.4,0.0,1.9,10.3,5.56,Right,No
14,2017,,Chris Hatcher,32,0,1,0.0,4.66,26,0,15,0,0,0,36.2,37,20,19,7,12,0,43,0,1,2,158,89,4.28,1.336,9.1,1.7,2.9,10.6,3.58,Right,No
15,2017,,Brock Stewart,25,0,0,0.0,3.41,17,4,8,0,0,1,34.1,28,18,13,4,19,2,29,1,0,0,147,122,4.73,1.369,7.3,1.0,5.0,7.6,1.53,Right,No
16,2017,,Sergio Romo,34,1,1,0.5,6.12,30,0,8,0,0,0,25.0,23,17,17,7,12,1,31,0,1,0,108,68,5.76,1.4,8.3,2.5,4.3,11.2,2.58,Right,No
17,2017,,Grant Dayton,29,1,1,0.5,4.94,29,0,6,0,0,0,23.2,19,13,13,5,12,1,20,0,0,0,102,85,5.74,1.31,7.2,1.9,4.6,7.6,1.67,Left,No
18,2017,,Julio Urías,20,0,2,0.0,5.4,5,5,0,0,0,0,23.1,23,15,14,1,14,1,11,1,1,1,102,78,4.7,1.586,8.9,0.4,5.4,4.2,0.79,Left,No
19,2017,,Tony Watson,32,2,1,0.667,2.7,24,0,1,0,0,0,20.0,15,6,6,2,6,3,18,2,0,0,82,156,3.86,1.05,6.8,0.9,2.7,8.1,3.0,Left,No
20,2017,,Tony Cingrani,27,0,0,0.0,2.79,22,0,8,0,0,0,19.1,15,8,6,1,6,0,28,0,0,3,77,150,1.86,1.086,7.0,0.5,2.8,13.0,4.67,Left,No
21,2017,,Josh Ravin,29,0,1,0.0,6.48,14,0,3,0,0,1,16.2,12,12,12,4,9,1,19,1,0,0,71,65,5.8,1.26,6.5,2.2,4.9,10.3,2.11,Right,No
22,2017,,Walker Buehler,22,1,0,1.0,7.71,8,0,2,0,0,0,9.1,11,8,8,2,8,1,12,0,0,1,44,56,5.94,2.036,10.6,1.9,7.7,11.6,1.5,Right,No
23,2017,,Edward Paredes,30,1,0,1.0,3.24,10,0,1,0,0,0,8.1,8,3,3,1,0,0,11,0,0,0,31,133,2.08,0.96,8.6,1.1,0.0,11.9,0.0,Left,No
24,2017,,Wilmer Font,27,0,0,0.0,17.18,3,0,2,0,0,0,3.2,7,7,7,2,4,0,3,0,0,0,22,26,11.89,3.0,17.2,4.9,9.8,7.4,0.75,Right,No
25,2017,,Adam Liberatore,30,0,0,0.0,2.7,4,0,1,0,0,0,3.1,3,1,1,0,2,0,5,0,0,0,15,170,1.96,1.5,8.1,0.0,5.4,13.5,2.5,Left,No
26,2017,,Fabio Castillo,28,0,0,0.0,13.5,2,0,0,0,0,0,1.1,3,2,2,0,1,0,2,0,0,1,8,39,2.41,3.0,20.3,0.0,6.8,13.5,2.0,Right,No
1,2016,SP,Kenta Maeda,28,16,11,0.593,3.48,32,32,0,0,0,0,175.2,150,72,68,20,50,6,179,8,0,6,716,115,3.58,1.139,7.7,1.0,2.6,9.2,3.58,Right,No
2,2016,SP,Clayton Kershaw,28,12,4,0.75,1.69,21,21,0,3,3,0,149.0,97,31,28,8,11,1,172,2,3,5,544,237,1.8,0.725,5.9,0.5,0.7,10.4,15.64,Left,No
3,2016,SP,Scott Kazmir,32,10,6,0.625,4.56,26,26,0,0,0,0,136.1,133,71,69,21,52,3,134,7,0,5,590,88,4.48,1.357,8.8,1.4,3.4,8.8,2.58,Left,No
4,2016,SP,Ross Stripling,26,5,9,0.357,3.96,22,14,4,0,0,0,100.0,96,46,44,10,30,3,74,1,0,6,419,102,3.9,1.26,8.6,0.9,2.7,6.7,2.47,Right,No
5,2016,SP,Julio Urías,19,5,2,0.714,3.39,18,15,1,0,0,0,77.0,81,32,29,5,31,0,84,4,0,3,336,119,3.17,1.455,9.5,0.6,3.6,9.8,2.71,Left,No
6,2016,CL,Kenley Jansen,28,3,2,0.6,1.83,71,0,63,0,0,47,68.2,35,14,14,4,11,2,104,2,0,1,251,219,1.44,0.67,4.6,0.5,1.4,13.6,9.45,Right,No
7,2016,RP,Joe Blanton,35,7,2,0.778,2.48,75,0,15,0,0,0,80.0,55,23,22,7,26,4,80,2,0,3,315,163,3.33,1.013,6.2,0.8,2.9,9.0,3.08,Right,No
8,2016,RP,Pedro Báez,28,3,2,0.6,3.04,73,0,10,0,0,0,74.0,52,27,25,11,22,0,83,2,2,3,295,132,3.81,1.0,6.3,1.3,2.7,10.1,3.77,Right,No
9,2016,RP,J.P. Howell,33,1,1,0.5,4.09,64,0,11,0,0,0,50.2,56,23,23,4,15,2,44,3,0,3,220,99,3.5,1.401,9.9,0.7,2.7,7.8,2.93,Left,No
10,2016,RP,Louis Coleman,30,2,1,0.667,4.69,61,0,11,0,0,0,48.0,45,27,25,5,24,2,45,3,0,3,211,86,4.31,1.438,8.4,0.9,4.5,8.4,1.88,Right,No
11,2016,,Alex Wood,25,1,4,0.2,3.73,14,10,0,0,0,0,60.1,56,30,25,5,20,0,66,3,0,4,255,108,3.18,1.26,8.4,0.7,3.0,9.8,3.3,Left,No
12,2016,,Adam Liberatore,29,2,2,0.5,3.38,58,0,9,0,0,0,42.2,34,16,16,2,17,4,47,2,0,1,176,120,2.89,1.195,7.2,0.4,3.6,9.9,2.76,Left,No
13,2016,,Bud Norris,31,3,3,0.5,6.54,13,9,1,0,0,0,42.2,48,33,31,8,21,3,42,1,0,4,194,62,5.16,1.617,10.1,1.7,4.4,8.9,2.0,Right,No
14,2016,,Chris Hatcher,31,5,4,0.556,5.53,37,0,10,0,0,0,40.2,40,26,25,8,21,4,43,1,0,4,181,73,5.21,1.5,8.9,1.8,4.6,9.5,2.05,Right,No
15,2016,,Brandon McCarthy,32,2,3,0.4,4.95,10,9,0,0,0,0,40.0,29,24,22,2,26,1,44,2,0,2,171,82,3.7,1.375,6.5,0.5,5.9,9.9,1.69,Right,No
16,2016,,Rich Hill,36,3,2,0.6,1.83,6,6,0,0,0,0,34.1,22,7,7,2,5,0,39,0,0,0,128,221,2.07,0.786,5.8,0.5,1.3,10.2,7.8,Left,No
17,2016,,Brock Stewart,24,2,2,0.5,5.79,7,5,0,0,0,0,28.0,33,18,18,7,12,1,25,0,0,0,126,70,5.9,1.607,10.6,2.3,3.9,8.0,2.08,Right,No
18,2016,,Mike Bolsinger,28,1,4,0.2,6.83,6,6,0,0,0,0,27.2,33,21,21,7,9,1,25,2,0,0,122,59,5.82,1.518,10.7,2.3,2.9,8.1,2.78,Right,No
19,2016,,Grant Dayton,28,0,1,0.0,2.05,25,0,0,0,0,0,26.1,14,7,6,4,6,0,39,1,0,0,101,198,2.96,0.759,4.8,1.4,2.1,13.3,6.5,Left,No
20,2016,,Jesse Chavez,32,1,0,1.0,4.21,23,0,3,0,0,0,25.2,28,14,12,3,8,3,21,0,0,0,109,97,3.96,1.403,9.8,1.1,2.8,7.4,2.63,Right,No
21,2016,,Casey Fien,32,0,1,0.0,4.21,25,0,5,0,0,0,25.2,24,12,12,8,7,3,23,0,0,0,106,97,6.22,1.208,8.4,2.8,2.5,8.1,3.29,Right,No
22,2016,,Luis Avilán,26,3,0,1.0,3.2,27,0,3,0,0,0,19.2,12,8,7,0,10,4,28,2,0,1,82,127,2.13,1.119,5.5,0.0,4.6,12.8,2.8,Left,No
23,2016,,Josh Fields,30,1,0,1.0,2.79,22,0,5,0,0,0,19.1,20,8,6,2,8,2,22,1,0,0,87,146,3.61,1.448,9.3,0.9,3.7,10.2,2.75,Right,No
24,2016,,José De León,23,2,0,1.0,6.35,4,4,0,0,0,0,17.0,19,17,12,5,7,1,15,3,0,0,80,64,6.97,1.529,10.1,2.6,3.7,7.9,2.14,Right,No
25,2016,,Brett Anderson,28,1,2,0.333,11.91,4,3,0,0,0,0,11.1,25,15,15,4,4,0,5,0,0,2,62,35,7.91,2.559,19.9,3.2,3.2,4.0,1.25,Left,No
26,2016,,Josh Ravin,28,0,0,0.0,0.93,10,0,4,0,0,0,9.2,2,1,1,1,4,0,13,0,0,2,35,447,3.04,0.621,1.9,0.9,3.7,12.1,3.25,Right,No
27,2016,,Yimi García,25,0,0,0.0,3.24,9,0,1,0,0,0,8.1,9,3,3,0,1,0,4,1,0,0,35,129,2.91,1.2,9.7,0.0,1.1,4.3,4.0,Right,No
28,2016,,Hyun Jin Ryu,29,0,1,0.0,11.57,1,1,0,0,0,0,4.2,8,6,6,1,2,1,4,0,0,0,24,37,5.5,2.143,15.4,1.9,3.9,7.7,2.0,Left,No
29,2016,,Carlos Frías,26,0,0,0.0,0.0,1,0,1,0,0,0,4.0,2,0,0,0,1,0,3,0,0,0,15,0,2.4,0.75,4.5,0.0,2.3,6.8,3.0,Right,No
30,2016,,Nick Tepesch,27,0,1,0.0,11.25,1,1,0,0,0,0,4.0,7,5,5,1,0,0,3,0,0,0,19,39,4.9,1.75,15.8,2.3,0.0,6.8,0.0,Right,No
31,2016,,Chin-hui Tsao,35,0,1,0.0,5.4,2,0,2,0,0,0,1.2,1,1,1,0,3,0,0,0,0,0,9,91,8.55,2.4,5.4,0.0,16.2,0.0,0.0,Right,No
1,2015,SP,Clayton Kershaw,27,16,7,0.696,2.13,33,33,0,4,3,0,232.2,163,62,55,15,42,1,301,5,3,9,890,173,1.99,0.881,6.3,0.6,1.6,11.6,7.17,Left,No
2,2015,SP,Zack Greinke,31,19,3,0.864,1.66,32,32,0,1,0,0,222.2,148,43,41,14,40,1,200,5,0,7,843,222,2.76,0.844,6.0,0.6,1.6,8.1,5.0,Right,No
3,2015,SP,Brett Anderson,27,10,9,0.526,3.69,31,31,0,1,0,0,180.1,194,82,74,18,46,2,116,2,2,4,750,100,3.94,1.331,9.7,0.9,2.3,5.8,2.52,Left,No
4,2015,SP,Mike Bolsinger,27,6,6,0.5,3.62,21,21,0,0,0,0,109.1,104,49,44,11,45,3,98,1,1,6,466,102,3.91,1.363,8.6,0.9,3.7,8.1,2.18,Right,No
5,2015,SP,Carlos Frías,25,5,5,0.5,4.06,17,13,1,0,0,0,77.2,88,38,35,7,26,1,43,3,0,3,333,91,4.32,1.468,10.2,0.8,3.0,5.0,1.65,Right,No
6,2015,SP,Alex Wood,24,5,6,0.455,4.35,12,12,0,0,0,0,70.1,66,36,34,7,23,2,49,2,1,1,292,85,4.1,1.265,8.4,0.9,2.9,6.3,2.13,Left,No
7,2015,CL,Kenley Jansen,27,2,1,0.667,2.41,54,0,50,0,0,36,52.1,33,14,14,6,8,0,80,2,0,0,200,154,2.14,0.783,5.7,1.0,1.4,13.8,10.0,Right,No
8,2015,RP,Juan Nicasio,28,1,3,0.25,3.86,53,1,12,0,0,1,58.1,59,25,25,1,32,6,65,1,0,2,260,96,2.83,1.56,9.1,0.2,4.9,10.0,2.03,Right,No
9,2015,RP,Yimi García,24,3,5,0.375,3.34,59,1,15,0,0,1,56.2,44,23,21,8,10,1,68,2,0,1,225,111,3.2,0.953,7.0,1.3,1.6,10.8,6.8,Right,No
10,2015,RP,Pedro Báez,27,4,2,0.667,3.35,52,0,8,0,0,0,51.0,47,22,19,4,11,1,60,1,1,1,208,111,2.51,1.137,8.3,0.7,1.9,10.6,5.45,Right,No
11,2015,RP,J.P. Howell,32,6,1,0.857,1.43,65,0,18,0,0,1,44.0,47,9,7,3,14,1,39,2,1,3,190,259,3.34,1.386,9.6,0.6,2.9,8.0,2.79,Left,No
12,2015,,Chris Hatcher,30,3,5,0.375,3.69,49,0,12,0,0,4,39.0,35,19,16,4,13,2,45,3,0,3,166,101,3.39,1.231,8.1,0.9,3.0,10.4,3.46,Right,No
13,2015,,Adam Liberatore,28,2,2,0.5,4.25,39,0,5,0,0,0,29.2,26,14,14,3,9,4,29,0,0,1,122,88,3.4,1.18,7.9,0.9,2.7,8.8,3.22,Left,No
14,2015,,Joel Peralta,39,3,1,0.75,4.34,33,0,7,0,0,3,29.0,28,14,14,6,8,1,24,0,0,1,121,86,5.0,1.241,8.7,1.9,2.5,7.4,3.0,Right,No
15,2015,,Mat Latos,27,0,3,0.0,6.66,6,5,1,0,0,0,24.1,31,19,18,3,6,1,18,0,1,1,106,56,4.0,1.521,11.5,1.1,2.2,6.7,3.0,Right,No
16,2015,,Brandon McCarthy,31,3,0,1.0,5.87,4,4,0,0,0,0,23.0,24,15,15,9,4,0,29,0,0,0,94,64,6.22,1.217,9.4,3.5,1.6,11.3,7.25,Right,No
17,2015,,Jim Johnson,32,0,3,0.0,10.13,23,0,2,0,0,1,18.2,32,22,21,3,6,0,17,4,0,1,95,37,5.01,2.036,15.4,1.4,2.9,8.2,2.83,Right,No
18,2015,,Ian Thomas,28,1,1,0.5,4.0,9,1,3,0,0,0,18.0,16,8,8,1,6,0,18,0,0,0,73,94,2.86,1.222,8.0,0.5,3.0,9.0,3.0,Left,No
19,2015,,Luis Avilán,25,0,1,0.0,5.17,23,0,2,0,0,0,15.2,13,9,9,2,5,0,18,1,0,1,66,73,3.64,1.149,7.5,1.1,2.9,10.3,3.6,Left,No
20,2015,,Sergio Santos,31,0,0,0.0,4.73,12,0,6,0,0,0,13.1,13,7,7,2,7,1,15,0,0,4,61,80,4.41,1.5,8.8,1.4,4.7,10.1,2.14,Right,No
21,2015,,Scott Baker,33,0,1,0.0,5.73,2,2,0,0,0,0,11.0,11,7,7,4,3,0,8,0,0,1,45,67,7.22,1.273,9.0,3.3,2.5,6.5,2.67,Right,No
22,2015,,Paco Rodríguez,24,0,0,0.0,2.61,18,0,4,0,0,0,10.1,10,3,3,0,3,0,8,0,0,0,42,146,2.46,1.258,8.7,0.0,2.6,7.0,2.67,Left,No
